[ 2026-01-18 09:53:07,732 ] 164 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2026-01-18 09:53:11,368 ] 73 root - INFO - Load model objects.
[ 2026-01-18 09:53:12,926 ] 77 root - INFO - Preprocess the input data.
[ 2026-01-18 09:53:12,926 ] 82 root - INFO - Predict.
[ 2026-01-18 09:53:12,953 ] 92 root - INFO - Prediction successfully made.
[ 2026-01-18 09:53:30,761 ] 73 root - INFO - Load model objects.
[ 2026-01-18 09:53:30,780 ] 77 root - INFO - Preprocess the input data.
[ 2026-01-18 09:53:30,782 ] 82 root - INFO - Predict.
[ 2026-01-18 09:53:30,796 ] 92 root - INFO - Prediction successfully made.
[ 2026-01-18 09:53:32,519 ] 73 root - INFO - Load model objects.
[ 2026-01-18 09:53:32,529 ] 77 root - INFO - Preprocess the input data.
[ 2026-01-18 09:53:32,530 ] 82 root - INFO - Predict.
[ 2026-01-18 09:53:32,532 ] 92 root - INFO - Prediction successfully made.
[ 2026-01-18 09:53:33,577 ] 73 root - INFO - Load model objects.
[ 2026-01-18 09:53:33,588 ] 77 root - INFO - Preprocess the input data.
[ 2026-01-18 09:53:33,589 ] 82 root - INFO - Predict.
[ 2026-01-18 09:53:33,592 ] 92 root - INFO - Prediction successfully made.
[ 2026-01-18 09:53:55,095 ] 73 root - INFO - Load model objects.
[ 2026-01-18 09:53:55,116 ] 77 root - INFO - Preprocess the input data.
[ 2026-01-18 09:53:55,117 ] 82 root - INFO - Predict.
[ 2026-01-18 09:53:55,131 ] 92 root - INFO - Prediction successfully made.
